,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
372,Antalaha,-14.9,50.28,69.78,78,86,11.54,MG,1592448727
373,Santa Rosa,14.31,121.11,93.2,52,20,3.36,PH,1592448727
374,San Patricio,19.22,-104.7,79.32,66,0,4.07,MX,1592448439
375,Taoudenni,22.68,-3.98,96.26,14,0,16.37,ML,1592448412
376,Aykhal,66.0,111.5,66.2,34,56,4.47,RU,1592448728
377,Halkirk,52.28,-112.15,51.01,92,100,11.01,CA,1592448728
378,Impfondo,1.64,18.07,70.25,93,73,2.21,CG,1592448728
379,Torbay,47.67,-52.73,57.99,54,90,20.8,CA,1592448423
380,Ponta do Sol,32.67,-17.1,64.4,77,20,3.36,PT,1592448431
381,Richards Bay,-28.78,32.04,57.52,87,99,7.72,ZA,1592448200
382,Esperance,-33.87,121.9,55.4,71,40,19.46,AU,1592448414
383,Samarai,-10.62,150.67,79.74,83,59,19.08,PG,1592448728
384,Teya,60.38,92.63,68.22,32,0,9.75,RU,1592448728
385,George,-33.96,22.46,62.6,39,0,11.41,ZA,1592448728
386,Ségou,13.43,-6.22,86.43,49,17,15.9,ML,1592448728
387,Poggibonsi,43.47,11.15,61.0,79,0,2.68,IT,1592448728
388,Linhares,-19.39,-40.07,64.78,84,23,3.0,BR,1592448728
389,Souillac,-20.52,57.52,69.8,83,75,18.34,MU,1592448300
390,Berdigestyakh,62.1,126.7,78.46,30,40,10.89,RU,1592448728
391,Sungai Raya,0.7,108.9,88.48,62,92,1.45,ID,1592448670
392,Usinsk,65.99,57.53,40.41,70,100,15.1,RU,1592448728
393,Ous,60.91,61.52,49.24,50,0,10.6,RU,1592448729
394,Antofagasta,-23.65,-70.4,57.2,93,44,13.87,CL,1592448428
395,Ayan,56.45,138.17,43.41,94,99,3.87,RU,1592448449
396,Irmo,34.09,-81.18,64.4,88,40,3.36,US,1592448441
397,Pyapon,16.28,95.68,80.78,84,100,2.64,MM,1592448729
398,Puerto Baquerizo Moreno,-0.9,-89.6,69.03,86,28,11.05,EC,1592448729
399,Naushki,50.38,106.11,72.41,35,91,2.24,RU,1592448729
400,Sittwe,20.15,92.9,83.73,80,100,9.98,MM,1592448452
401,Bontang,0.13,117.5,85.46,73,94,6.02,ID,1592448729
402,Khātra,22.98,86.85,82.08,75,94,9.35,IN,1592448729
403,Nuevo Progreso,23.17,-97.95,81.0,68,0,1.01,MX,1592448365
404,Houma,29.6,-90.72,75.99,78,1,3.6,US,1592448658
405,Burnie,-41.07,145.92,54.0,77,100,5.01,AU,1592448364
406,Salinópolis,-0.61,-47.36,77.88,86,3,8.9,BR,1592448359
407,Gallup,35.53,-108.74,78.8,6,1,14.99,US,1592448721
408,Inírida,3.87,-67.92,73.29,95,99,1.57,CO,1592448424
409,Saldanha,-33.01,17.94,46.4,70,0,2.24,ZA,1592448276
410,Todos Santos,23.45,-110.22,70.0,81,37,1.99,MX,1592448729
411,Goderich,43.75,-81.72,63.0,70,0,7.0,CA,1592448411
412,Pervomays'k,48.04,30.85,64.22,86,80,4.74,UA,1592448729
413,Mercedes,-34.65,-59.43,66.99,97,100,4.0,AR,1592448729
414,Sørland,67.67,12.69,49.87,81,6,23.87,NO,1592448457
415,Marrakesh,31.63,-8.01,64.4,77,0,8.05,MA,1592448608
416,Katsuura,35.13,140.3,77.0,65,100,1.01,JP,1592448420
417,Ottawa,45.41,-75.7,73.4,43,75,3.36,CA,1592448580
418,Yen Bai,21.7,104.87,91.42,61,68,2.33,VN,1592448435
419,Healdsburg,38.61,-122.87,86.0,22,1,8.05,US,1592448453
420,Estelle,29.85,-90.11,82.99,74,7,5.93,US,1592448730
421,Shizukuishi,39.68,140.98,77.0,57,40,9.17,JP,1592448730
422,Along,28.17,94.77,74.8,90,100,0.54,IN,1592448440
423,Polūr,12.5,79.13,85.33,56,100,5.37,IN,1592448730
424,Epe,6.58,3.98,75.47,92,100,0.16,NG,1592448730
425,Sungai Penuh,-2.08,101.38,75.43,77,46,1.3,ID,1592448730
426,Paratinga,-12.69,-43.18,71.6,73,90,9.17,BR,1592448730
427,Laibin,23.7,109.27,86.81,70,73,14.0,CN,1592448730
428,Kahului,20.89,-156.47,89.6,43,40,18.34,US,1592448416
429,Broome,42.25,-75.83,69.8,40,1,4.7,US,1592448730
430,Erenhot,43.65,111.98,78.37,33,0,13.67,CN,1592448419
431,Marabá,-5.37,-49.12,80.6,69,3,2.24,BR,1592448730
432,Namikupa,-10.83,39.6,63.88,81,0,4.97,TZ,1592448730
433,Gaur,26.77,85.27,85.05,72,90,7.99,NP,1592448730
434,Santiago,-33.46,-70.65,46.4,93,75,3.36,CL,1592448686
435,Konya Province,38.17,32.5,60.8,67,5,9.17,TR,1592448730
436,Hay River,60.82,-115.8,55.4,58,75,8.05,CA,1592448422
437,Jinchang,38.5,102.17,83.75,14,22,9.01,CN,1592448730
438,Evensk,61.95,159.23,53.74,75,1,12.62,RU,1592448437
439,Alexandria,31.22,29.96,71.6,73,40,12.75,EG,1592448540
440,Nuuk,64.18,-51.72,39.0,82,82,1.99,GL,1592448536
441,Kirkwall,58.98,-2.96,50.0,100,90,1.12,GB,1592448731
442,San Luis,-33.3,-66.34,41.77,67,0,2.17,AR,1592448258
443,Puerto Escondido,15.85,-97.07,82.72,74,100,0.67,MX,1592448454
444,Fairbanks,64.84,-147.72,77.0,25,1,12.75,US,1592448304
445,Oktyabr'skoye,43.06,44.74,64.4,93,100,2.24,RU,1592448731
446,Mbanza-Ngungu,-5.25,14.87,63.27,99,39,3.53,CD,1592448731
447,Mālpura,26.28,75.38,93.72,47,98,18.03,IN,1592448731
448,Zhengjiatun,43.51,123.51,80.65,33,100,12.17,CN,1592448731
449,Rafrāf,37.19,10.18,64.4,88,20,2.24,TN,1592448731
450,Kruisfontein,-34.0,24.73,53.44,41,0,7.81,ZA,1592448428
451,Jiexiu,37.02,111.91,79.09,38,0,1.54,CN,1592448731
452,Grong,64.47,12.31,61.29,72,94,1.9,NO,1592448731
453,Ziarat,30.38,67.73,75.27,17,0,8.1,PK,1592448415
454,Aguada de Pasajeros,22.39,-80.85,78.8,88,97,4.7,CU,1592448731
455,Basse,52.55,9.51,66.99,72,100,2.24,DE,1592448731
456,Kirakira,-10.45,161.92,83.88,76,22,8.97,SB,1592448731
457,Laurel,39.1,-76.85,68.0,93,90,5.82,US,1592448731
458,Morristown,36.21,-83.29,63.0,100,20,1.92,US,1592448731
459,Jand,33.43,72.02,98.78,9,21,9.42,PK,1592448732
460,Marshall,34.38,-86.33,66.99,77,1,3.4,US,1592448732
461,Verāval,20.9,70.37,85.55,79,38,11.54,IN,1592448732
462,Dickinson,29.46,-95.05,82.4,69,1,8.05,US,1592448732
463,Itoman,26.12,127.67,87.8,79,40,16.11,JP,1592448732
464,Shingū,33.73,135.98,68.0,77,75,8.05,JP,1592448458
465,Sola,-13.88,167.55,80.71,81,93,25.46,VU,1592448732
466,Wolbrom,50.38,19.76,63.0,100,75,5.82,PL,1592448732
467,Gombong,-7.61,109.51,69.01,56,87,8.48,ID,1592448732
468,Sainte-Maxime,43.3,6.63,64.0,67,0,5.82,FR,1592448732
469,Lukaya,-0.15,31.87,73.4,73,20,6.93,UG,1592448732
470,Øksfjord,70.24,22.35,55.4,71,0,1.12,NO,1592448732
471,Amapá,1.0,-52.0,71.85,98,92,0.72,BR,1592448732
472,Khanpur,28.65,70.66,100.13,24,0,21.03,PK,1592448732
473,Khani,41.96,42.96,64.4,93,98,2.24,GE,1592448732
474,Independence,39.09,-94.42,82.4,57,1,9.17,US,1592448732
475,Presidencia Roque Sáenz Peña,-26.79,-60.44,82.0,50,30,1.99,AR,1592448408
476,Misratah,32.38,15.09,74.57,46,0,14.61,LY,1592448718
477,Mabaruma,8.2,-59.78,76.98,90,100,4.32,GY,1592448732
478,Vuktyl,63.86,57.31,42.57,63,62,10.31,RU,1592448733
479,Yeppoon,-23.13,150.73,75.2,44,100,17.22,AU,1592448454
480,Bubaque,11.28,-15.83,80.2,87,67,13.76,GW,1592448434
481,Isla Vista,34.41,-119.86,69.01,64,1,10.29,US,1592448733
482,Lieksa,63.32,30.02,56.08,63,64,7.14,FI,1592448733
483,‘Āhuimanu,21.44,-157.84,86.0,54,75,12.75,US,1592448733
484,Zykovo,55.95,93.15,62.6,59,0,8.95,RU,1592448733
485,Vyazemskiy,47.54,134.75,55.24,86,100,5.26,RU,1592448733
486,Sechura,-5.56,-80.82,66.78,78,37,10.54,PE,1592448733
487,Seoul,37.57,126.98,75.2,73,100,2.24,KR,1592448707
488,Varhaug,58.61,5.65,57.99,100,90,3.36,NO,1592448733
489,Brae,60.4,-1.35,53.6,93,55,4.7,GB,1592448733
490,Eydhafushi,5.1,73.07,84.0,79,57,9.64,MV,1592448733
491,Rongcheng,30.63,117.85,84.0,92,100,5.95,CN,1592448733
492,Bhīmunipatnam,17.88,83.43,82.4,83,90,8.05,IN,1592448733
493,Santa Cruz de la Sierra,-17.8,-63.17,73.4,83,47,13.87,BO,1592448415
494,Qaqortoq,60.72,-46.03,41.0,65,94,11.41,GL,1592448733
495,Banda Aceh,5.56,95.32,85.86,64,77,1.77,ID,1592448454
496,Jardim,-21.48,-56.14,72.34,57,3,8.19,BR,1592448613
497,Abéché,13.83,20.83,76.28,71,56,6.4,TD,1592448733
498,Qingdao,36.1,120.37,68.0,88,90,8.95,CN,1592448733
499,Mlonggo,-6.53,110.7,87.8,55,20,3.36,ID,1592448733
500,Afuá,-0.16,-50.39,75.65,93,18,4.12,BR,1592448734
501,Ambilobe,-13.2,49.05,62.08,60,0,2.98,MG,1592448734
502,Madisonville,37.33,-87.5,71.6,64,1,0.87,US,1592448500
503,Morondava,-20.28,44.28,67.86,55,0,13.29,MG,1592448734
504,Pangoa,-12.12,-73.0,68.83,85,65,2.1,PE,1592448734
505,Ballina,-28.87,153.57,68.0,72,75,14.99,AU,1592448734
506,Sri Aman,1.24,111.46,78.8,94,40,3.36,MY,1592448734
507,Bagdarin,54.43,113.6,68.95,35,15,1.61,RU,1592448734
508,Jesup,31.61,-81.89,71.6,78,1,3.36,US,1592448734
509,Tiko,4.07,9.37,75.2,100,75,3.36,CM,1592448734
510,Creston,41.06,-94.36,75.2,69,1,9.17,US,1592448734
511,Honningsvåg,70.98,25.97,53.6,54,69,5.82,NO,1592448734
512,Colac,-38.33,143.58,57.99,80,57,1.99,AU,1592448734
513,Scarborough,54.28,-0.4,55.0,95,99,1.01,GB,1592448709
514,Molteno,-31.4,26.36,33.48,86,1,3.38,ZA,1592448734
515,Ilo,-17.64,-71.34,63.1,79,46,10.38,PE,1592448734
516,Grand Bend,43.32,-81.75,68.0,63,0,5.23,CA,1592448734
517,Beruwala,6.48,79.98,82.74,81,97,9.06,LK,1592448735
518,Effium,6.63,8.06,72.93,96,100,5.1,NG,1592448735
519,Jumla,29.27,82.18,68.99,54,74,3.69,NP,1592448415
520,Atagay,55.1,99.39,67.12,45,0,10.25,RU,1592448735
521,Mehamn,71.04,27.85,53.6,54,93,5.82,NO,1592448423
522,Diu,20.71,70.98,85.42,78,48,10.71,IN,1592448735
523,Ambon City,-3.7,128.18,84.2,79,40,5.82,ID,1592448735
524,Doha,25.29,51.53,93.2,38,0,13.87,QA,1592448363
525,Lander,42.83,-108.73,60.8,25,20,10.29,US,1592448735
526,Gigmoto,13.78,124.39,86.23,70,100,6.31,PH,1592448735
527,Achinsk,56.27,90.5,67.37,64,3,7.61,RU,1592448735
528,San Borja,-14.82,-66.85,71.26,80,3,2.21,BO,1592448735
529,Lookan,5.04,120.1,86.29,64,20,5.84,PH,1592448735
530,Harper,4.38,-7.72,76.78,85,100,10.6,LR,1592448735
531,Guaratinga,-16.57,-39.57,68.0,94,75,8.05,BR,1592448735
532,Taltal,-25.4,-70.48,57.58,71,1,1.88,CL,1592448444
533,Kayamkulam,9.18,76.5,81.43,78,100,4.14,IN,1592448735
534,Divnogorsk,55.96,92.36,62.6,59,0,8.95,RU,1592448735
535,Paamiut,61.99,-49.67,37.24,80,94,2.71,GL,1592448735
536,Marsala,37.8,12.44,62.6,93,7,3.36,IT,1592448735
537,Caucaia,-3.74,-38.65,77.0,88,75,6.93,BR,1592448736
538,Elk Grove,38.41,-121.37,87.8,16,1,14.99,US,1592448732
539,Charters Towers,-20.1,146.27,70.0,70,100,13.87,AU,1592448449
540,Voznesen'ye,61.01,35.48,54.93,74,2,6.11,RU,1592448736
541,São José da Coroa Grande,-8.9,-35.15,74.7,85,11,8.55,BR,1592448426
542,Rockhampton,-23.38,150.5,75.2,44,100,17.22,AU,1592448736
543,Banepā,27.63,85.52,73.4,94,75,2.24,NP,1592448736
544,Sorong,-0.88,131.25,86.45,65,0,2.42,ID,1592448736
545,Trelew,-43.25,-65.31,50.81,46,98,10.31,AR,1592448736
546,San Jose,37.34,-121.89,80.6,26,1,13.87,US,1592448253
547,Praia da Vitória,38.73,-27.07,62.6,88,75,6.91,PT,1592448423
548,Juneau,58.3,-134.42,57.2,71,90,4.7,US,1592448661
549,Falam,22.92,93.68,68.4,97,98,1.77,MM,1592448736
550,Griffith,41.53,-87.42,73.99,49,1,6.98,US,1592448617
551,Moerai,-22.43,-151.33,72.75,82,91,30.29,PF,1592448736
552,Caniço,32.63,-16.85,64.4,77,20,3.36,PT,1592448736
553,Wagar,16.15,36.2,88.27,43,54,10.02,SD,1592448736
554,Visnes,59.36,5.22,55.4,93,90,10.29,NO,1592448736
555,Vao,-22.67,167.48,72.37,81,88,13.2,NC,1592448458
556,Grindavik,63.84,-22.43,46.4,70,75,16.11,IS,1592448408
557,Kieta,-6.22,155.63,85.08,72,95,6.6,PG,1592448736
558,Ourinhos,-22.98,-49.87,61.56,87,57,6.22,BR,1592448737
559,Srīvardhan,18.03,73.02,80.38,87,100,12.71,IN,1592448737
560,Belaya Gora,68.53,146.42,88.65,19,31,7.99,RU,1592448737
561,Kyakhta,50.35,106.45,71.24,36,76,1.52,RU,1592448737
562,Yatou,37.15,122.38,68.45,83,100,4.72,CN,1592448423
563,Hillsboro,45.52,-122.99,71.6,49,75,5.82,US,1592448668
564,Mandurah,-32.55,115.7,60.01,60,46,3.0,AU,1592448737
565,Phuket,8.0,98.25,80.6,83,40,4.7,TH,1592448737
